,id,title,type,age_certification,runtime,release_year,seasons,imdb_score
23002,tm191016,Breakdown,MOVIE,R,90,1997,0.0,7.0
23024,tm17817,Love & Basketball,MOVIE,PG-13,124,2000,0.0,7.2
23037,tm190312,Happy Together,MOVIE,PG-13,96,1997,0.0,7.6
23071,tm21177,Billy Elliot,MOVIE,PG-13,110,2000,0.0,7.7
23090,tm42412,Hard Rain,MOVIE,R,97,1998,0.0,5.9
23104,tm186297,Three Colors: Blue,MOVIE,R,98,1993,0.0,7.9
23144,tm11081,Outbreak,MOVIE,R,127,1995,0.0,6.6
23173,tm189740,The Relic,MOVIE,R,110,1997,0.0,5.8
23202,tm192831,MouseHunt,MOVIE,PG,99,1997,0.0,6.5
23204,tm43813,George Carlin: You Are All Diseased,MOVIE,,65,1999,0.0,8.5
23214,tm118001,Hoop Dreams,MOVIE,PG-13,174,1994,0.0,8.3
23271,tm105539,Secrets & Lies,MOVIE,R,142,1996,0.0,8.0
23287,tm9301,Sleeping with the Enemy,MOVIE,R,99,1991,0.0,6.2
23309,tm10921,Rob Roy,MOVIE,R,139,1995,0.0,6.9
23410,tm24462,What Women Want,MOVIE,PG-13,127,2000,0.0,6.4
23431,tm40390,Lost in Space,MOVIE,PG-13,130,1998,0.0,5.2
23449,tm15476,It Takes Two,MOVIE,PG,101,1995,0.0,5.8
23490,tm22886,Wonder Boys,MOVIE,R,111,2000,0.0,7.2
23506,tm117953,Three Colors: Red,MOVIE,R,100,1994,0.0,8.1
23561,tm122453,Mary Shelley's Frankenstein,MOVIE,R,123,1994,0.0,6.3
23596,tm116033,The Return of the Texas Chainsaw Massacre,MOVIE,R,95,1995,0.0,3.3
23629,tm63814,Superstar,MOVIE,PG-13,81,1999,0.0,5.1
23643,tm128586,Porco Rosso,MOVIE,PG,94,1992,0.0,7.7
23664,tm110529,Breaking the Waves,MOVIE,R,159,1996,0.0,7.8
23694,tm354,3 Ninjas Knuckle Up,MOVIE,PG-13,85,1993,0.0,4.2
23722,tm9369,Mortal Kombat,MOVIE,PG-13,101,1995,0.0,5.8
23744,tm46522,Gia,MOVIE,R,120,1998,0.0,6.9
23790,tm191271,Private Parts,MOVIE,R,109,1997,0.0,6.9
23814,tm128357,Chaplin,MOVIE,PG-13,143,1992,0.0,7.5
23854,tm105027,Irma Vep,MOVIE,,99,1996,0.0,7.0
23917,tm60386,Doctor Dolittle,MOVIE,PG-13,85,1998,0.0,5.4
23960,tm64916,The Rugrats Movie,MOVIE,G,79,1998,0.0,5.9
23977,tm127779,Like Water for Chocolate,MOVIE,R,105,1992,0.0,7.1
24019,tm117383,New Nightmare,MOVIE,R,112,1994,0.0,6.4
24043,tm56731,Les Misérables,MOVIE,PG-13,134,1998,0.0,7.4
24074,tm8194,Night on Earth,MOVIE,R,128,1991,0.0,7.7
24107,tm52751,Wild Wild West,MOVIE,PG-13,106,1999,0.0,4.9
24151,tm18331,Space Cowboys,MOVIE,PG-13,124,2000,0.0,6.5
24176,tm189379,Jason Goes to Hell: The Final Friday,MOVIE,R,91,1993,0.0,4.1
24191,tm15131,The Bridges of Madison County,MOVIE,PG-13,135,1995,0.0,7.6
24213,tm118926,Three Colors: White,MOVIE,R,91,1994,0.0,7.6
24262,tm53038,A Perfect Murder,MOVIE,R,107,1998,0.0,6.5
24274,tm15124,Bushwhacked,MOVIE,PG,90,1995,0.0,5.6
24308,tm18138,Rugrats in Paris: The Movie,MOVIE,G,78,2000,0.0,6.1
24332,tm13620,Whisper of the Heart,MOVIE,G,111,1995,0.0,7.9
24382,tm19293,Book of Shadows: Blair Witch 2,MOVIE,R,90,2000,0.0,4.0
24412,tm190486,Teenage Mutant Ninja Turtles III,MOVIE,PG,96,1993,0.0,4.7
24419,tm190323,Taste of Cherry,MOVIE,,99,1997,0.0,7.7
24478,tm192649,Speed 2: Cruise Control,MOVIE,PG-13,121,1997,0.0,3.9
24511,tm11388,Freddy's Dead: The Final Nightmare,MOVIE,R,89,1991,0.0,4.7
24536,tm108542,The Truth About Cats & Dogs,MOVIE,PG-13,93,1996,0.0,6.3
24560,tm60832,Disturbing Behavior,MOVIE,R,84,1998,0.0,5.6
24594,tm21423,All the Pretty Horses,MOVIE,PG-13,117,2000,0.0,5.8
24659,tm62537,Muppets from Space,MOVIE,G,87,1999,0.0,6.2
24674,tm125142,School Ties,MOVIE,PG-13,106,1992,0.0,6.9
24688,tm7818,Only Yesterday,MOVIE,PG,119,1991,0.0,7.6
24714,tm10112,Ricochet,MOVIE,R,109,1991,0.0,6.1
24722,ts21561,"Harvey Birdman, Attorney at Law",SHOW,TV-14,12,2000,4.0,8.0
24751,tm184317,The Dark Half,MOVIE,R,122,1993,0.0,6.0
24758,tm128046,Benny's Video,MOVIE,,110,1993,0.0,7.2
24770,tm116338,The River Wild,MOVIE,PG-13,111,1994,0.0,6.4
24772,tm124017,George Carlin: Jammin' in New York,MOVIE,,59,1992,0.0,8.7
24796,tm9587,Europa,MOVIE,R,113,1991,0.0,7.6
24814,tm27928,Next Friday,MOVIE,R,98,2000,0.0,6.1
24829,tm8676,Rush,MOVIE,R,120,1991,0.0,6.7
24832,tm24890,Dave Chappelle: Killin' Them Softly,MOVIE,,57,2000,0.0,8.8
24866,tm8900,Waiting to Exhale,MOVIE,R,127,1995,0.0,5.9
24882,tm54842,Larry David: Curb Your Enthusiasm,MOVIE,,59,1999,0.0,8.4
24927,tm108434,A Very Brady Sequel,MOVIE,PG-13,90,1996,0.0,5.8
24958,tm44678,Buena Vista Social Club,MOVIE,G,105,1999,0.0,7.6
24981,tm112500,City Slickers II: The Legend of Curly's Gold,MOVIE,PG-13,116,1994,0.0,5.5
25034,tm62740,3 Ninjas: High Noon at Mega Mountain,MOVIE,PG,93,1998,0.0,2.9
25144,tm184648,And the Band Played On,MOVIE,PG-13,140,1993,0.0,7.8
25165,tm127769,Radio Flyer,MOVIE,PG-13,114,1992,0.0,6.9
25200,tm22946,The Ladies Man,MOVIE,R,84,2000,0.0,5.1
25252,tm14532,Citizen X,MOVIE,R,105,1995,0.0,7.5
25282,tm185650,Six Degrees of Separation,MOVIE,R,112,1993,0.0,6.8
25351,tm192925,The Peacemaker,MOVIE,R,124,1997,0.0,6.0
25372,tm18375,Romeo Must Die,MOVIE,R,115,2000,0.0,6.1
25391,tm120341,Pom Poko,MOVIE,PG,119,1994,0.0,7.3
25407,tm113831,The Daytrippers,MOVIE,R,87,1997,0.0,7.0
25412,tm114158,Gray's Anatomy,MOVIE,,80,1996,0.0,6.7
25447,tm122409,Lethal Weapon 3,MOVIE,R,118,1992,0.0,6.7
25466,tm21085,Supernova,MOVIE,R,90,2000,0.0,4.8
25524,tm45935,Mickey Blue Eyes,MOVIE,PG-13,102,1999,0.0,5.9
25544,tm125675,Mom and Dad Save the World,MOVIE,PG,88,1992,0.0,5.3
25595,tm56110,Lethal Weapon 4,MOVIE,R,127,1998,0.0,6.6
25637,tm44032,The Adventures of Elmo in Grouchland,MOVIE,G,73,1999,0.0,5.7
25672,tm190562,Steel,MOVIE,PG-13,97,1997,0.0,3.0
25680,tm43342,Chris Rock: Bigger & Blacker,MOVIE,R,65,1999,0.0,8.0
25698,tm9142,Harley Davidson and the Marlboro Man,MOVIE,R,98,1991,0.0,6.1
25710,tm54397,The Pentagon Wars,MOVIE,R,104,1998,0.0,7.2
25747,tm17536,Free Willy 2: The Adventure Home,MOVIE,PG,95,1995,0.0,5.0
25776,tm192727,Mortal Kombat: Annihilation,MOVIE,PG-13,95,1997,0.0,3.6
25791,tm192203,Soul Food,MOVIE,R,114,1997,0.0,7.0
25806,tm57667,Paulie,MOVIE,PG,91,1998,0.0,6.5
25848,tm17954,Rules of Engagement,MOVIE,R,128,2000,0.0,6.4
25862,tm189061,Ocean Waves,MOVIE,PG,72,1993,0.0,6.6
25872,tm188584,The War Room,MOVIE,PG,96,1993,0.0,7.4
25892,tm192608,Gang Related,MOVIE,R,102,1997,0.0,6.4
25918,tm107842,The Late Shift,MOVIE,R,95,1996,0.0,6.8
25931,tm116656,Love and a .45,MOVIE,R,101,1994,0.0,5.9
25963,tm9832,Cast a Deadly Spell,MOVIE,R,96,1991,0.0,6.4
25982,tm109283,Mary Reilly,MOVIE,R,104,1996,0.0,5.8
26005,tm106238,Schizopolis,MOVIE,,99,1997,0.0,6.7
26036,tm107754,Lawnmower Man 2: Beyond Cyberspace,MOVIE,PG-13,92,1996,0.0,2.5
26056,tm216,A Brief History of Time,MOVIE,G,80,1991,0.0,7.3
26088,tm48310,Universal Soldier: The Return,MOVIE,R,82,1999,0.0,4.1
26156,tm10254,Switch,MOVIE,R,104,1991,0.0,5.8
26211,tm17650,Lucky Numbers,MOVIE,R,105,2000,0.0,5.0
26224,tm46012,The Out-of-Towners,MOVIE,PG-13,92,1999,0.0,5.5
26239,tm46657,Home Fries,MOVIE,PG-13,93,1998,0.0,5.0
26273,tm49065,RKO 281,MOVIE,R,84,2000,0.0,7.0
26286,tm118846,Jason's Lyric,MOVIE,R,119,1994,0.0,6.6
26299,tm16303,The Tuskegee Airmen,MOVIE,PG-13,106,1995,0.0,7.1
26322,tm7047,House Party 2,MOVIE,R,94,1991,0.0,5.2
26345,tm9298,Dying Young,MOVIE,R,111,1991,0.0,6.0
26364,tm117862,House Party 3,MOVIE,R,100,1994,0.0,4.6
26424,tm2836,4 Little Girls,MOVIE,,102,1997,0.0,7.8
26434,tm62394,My Neighbors the Yamadas,MOVIE,PG,104,1999,0.0,7.1
26448,tm191749,Free Willy 3: The Rescue,MOVIE,PG,86,1997,0.0,4.7
26468,tm364364,Life of Crime 2,MOVIE,,119,1998,0.0,8.3
26480,tm11249,Company Business,MOVIE,PG-13,94,1991,0.0,5.6
26518,tm114578,Against the Wall,MOVIE,,111,1994,0.0,6.6
26519,tm256444,Lock Up: The Prisoners of Rikers Island,MOVIE,,75,1994,0.0,7.7
26536,tm110254,All Dogs Go to Heaven 2,MOVIE,G,82,1996,0.0,5.4
26559,tm48877,Introducing Dorothy Dandridge,MOVIE,PG-13,110,1999,0.0,7.1
26570,tm9427,The Stranger,MOVIE,,114,1991,0.0,8.0
26586,tm46286,Vendetta,MOVIE,R,117,1999,0.0,6.1
26617,tm10732,Tyson,MOVIE,,110,1995,0.0,6.2
26639,tm452231,Fists of Freedom: The Story of the '68 Summer Games,MOVIE,,59,1999,0.0,7.4
26662,tm28201,In Vanda's Room,MOVIE,,170,2000,0.0,7.1
26676,tm19595,Into the Arms of Strangers: Stories of the Kindertransport,MOVIE,PG,122,2000,0.0,7.8
26678,tm61067,David Spade: Take the Hit,MOVIE,,56,1998,0.0,6.4
26694,tm105040,Fled,MOVIE,R,98,1996,0.0,5.4
26707,tm51481,When Trumpets Fade,MOVIE,R,95,1998,0.0,7.0
26722,tm192260,In the Gloaming,MOVIE,PG,61,1997,0.0,7.1
26743,tm44401,Witness Protection,MOVIE,R,105,1999,0.0,6.2
26749,tm197916,The Tale of Peter Rabbit,MOVIE,G,30,1991,0.0,7.3
26756,tm190720,Dead Silence,MOVIE,R,105,1997,0.0,6.0
26758,tm120969,Martin Lawrence: You So Crazy,MOVIE,,84,1994,0.0,6.5
26772,tm188050,The Young Girls Turn 25,MOVIE,,64,1993,0.0,7.0
26775,tm57952,Paul F. Tompkins: Driven to Drink,MOVIE,,30,1998,0.0,7.0
26813,tm7598,The World of Jacques Demy,MOVIE,,90,1995,0.0,7.4
26814,tm121913,Freedom on My Mind,MOVIE,,105,1994,0.0,7.8
26834,tm189855,Daybreak,MOVIE,R,91,1993,0.0,5.0
26853,tm11738,Indictment: The McMartin Trial,MOVIE,R,135,1995,0.0,7.6
26863,tm879229,Seneca,MOVIE,,80,1998,0.0,8.0
26878,tm11296,In Pursuit of Honor,MOVIE,PG-13,111,1995,0.0,7.1
26908,tm117749,The Enemy Within,MOVIE,,86,1994,0.0,5.7
26926,tm192292,Miss Evers' Boys,MOVIE,PG,118,1997,0.0,7.1
26930,tm63783,David Cross: The Pride Is Back,MOVIE,,55,1999,0.0,7.5
26946,tm187412,The Last Outlaw,MOVIE,R,93,1993,0.0,6.2
26948,tm28145,Ellen DeGeneres: The Beginning,MOVIE,,66,2000,0.0,7.5
26959,tm188142,Mob Stories,MOVIE,,60,1993,0.0,7.2
26977,tm117765,White Mile,MOVIE,R,96,1994,0.0,5.8
26996,tm26804,The Last of the Blonde Bombshells,MOVIE,PG-13,84,2000,0.0,7.2
26997,tm313863,Skinheads USA: Soldiers of the Race War,MOVIE,,45,1993,0.0,6.2
26999,tm364859,Lillehammer ’94: 16 Days of Glory,MOVIE,,209,1994,0.0,7.1
27004,tm6907,Without Warning: The James Brady Story,MOVIE,R,90,1991,0.0,6.3
27006,tm364869,Nagano ’98 Olympics: Stories of Honor and Glory,MOVIE,,119,1998,0.0,7.0
27008,tm313882,5 American Handguns - 5 American Kids,MOVIE,PG,60,1995,0.0,6.4
27014,tm371066,D.L. Hughley: Going Home,MOVIE,,57,1999,0.0,7.2
27023,tm164662,Goodnight Moon & Other Sleepytime Tales,MOVIE,,27,1999,0.0,7.6
27028,tm47280,City Dump: The Story of the 1951 CCNY Basketball Scandal,MOVIE,,57,1998,0.0,7.5
27035,tm767074,Ira Sleeps Over,MOVIE,,30,1991,0.0,7.4
27037,tm452504,Jason Kuller: Goodbye Yellow Brick Joke,MOVIE,,29,1999,0.0,6.7
27044,tm752842,A Child's Garden of Verses,MOVIE,G,30,1992,0.0,7.1
27137,tm50154,Harry Potter and the Philosopher's Stone,MOVIE,PG,153,2001,0.0,7.6
27259,tm44313,The Lord of the Rings: The Fellowship of the Ring,MOVIE,PG-13,179,2001,0.0,8.8
27306,tm68666,No Country for Old Men,MOVIE,R,122,2007,0.0,8.2
27442,tm56184,The Dark Knight,MOVIE,PG-13,152,2008,0.0,9.0
27469,tm116191,Adaptation.,MOVIE,R,115,2002,0.0,7.7
27595,tm57843,The Incredible Hulk,MOVIE,PG-13,114,2008,0.0,6.6
27665,tm173412,Pride & Prejudice,MOVIE,PG,127,2005,0.0,7.8
27774,tm167206,Batman Begins,MOVIE,PG-13,140,2005,0.0,8.2
27823,tm48297,Spirited Away,MOVIE,PG,125,2001,0.0,8.6
27863,tm51923,Donnie Darko,MOVIE,R,114,2001,0.0,8.0
27938,tm38774,Ocean's Eleven,MOVIE,PG-13,116,2001,0.0,7.7
27957,tm117723,My Big Fat Greek Wedding,MOVIE,PG,96,2002,0.0,6.6
28034,tm27911,The Departed,MOVIE,R,151,2006,0.0,8.5
28082,tm92641,Inception,MOVIE,PG-13,148,2010,0.0,8.8
28144,tm144250,Master and Commander: The Far Side of the World,MOVIE,PG-13,138,2003,0.0,7.4
28179,tm145132,Matchstick Men,MOVIE,PG-13,116,2003,0.0,7.3
28224,tm137220,Kill Bill: Vol. 1,MOVIE,R,111,2003,0.0,8.2
28235,tm133067,Moon,MOVIE,R,97,2009,0.0,7.8
28277,tm84301,Shrek the Third,MOVIE,PG,93,2007,0.0,6.1
28318,tm89663,The Notebook,MOVIE,PG-13,123,2004,0.0,7.8
28379,tm108160,The Bourne Identity,MOVIE,PG-13,119,2002,0.0,7.9
28476,tm88729,Collateral,MOVIE,R,120,2004,0.0,7.5
28583,tm74317,Transformers,MOVIE,PG-13,143,2007,0.0,7.0
28607,tm88465,Insidious,MOVIE,PG-13,103,2010,0.0,6.8
28695,tm137072,The Hangover,MOVIE,R,100,2009,0.0,7.7
28729,tm173562,Constantine,MOVIE,R,121,2005,0.0,7.0
28758,tm119115,City of God,MOVIE,R,130,2002,0.0,8.6
28799,tm41933,Jurassic Park III,MOVIE,PG-13,92,2001,0.0,5.9
28829,tm74871,Lars and the Real Girl,MOVIE,PG-13,106,2007,0.0,7.3
28887,tm101190,The Town,MOVIE,R,125,2010,0.0,7.5
28914,tm110638,28 Days Later,MOVIE,R,113,2002,0.0,7.5
28965,tm160815,Charlie and the Chocolate Factory,MOVIE,PG,106,2005,0.0,6.6
29084,tm119082,Chicago,MOVIE,PG-13,113,2002,0.0,7.2
29146,tm75465,Atonement,MOVIE,R,130,2007,0.0,7.8
29199,tm82467,Sweeney Todd: The Demon Barber of Fleet Street,MOVIE,R,116,2007,0.0,7.3
29236,tm148548,The Time Traveler's Wife,MOVIE,PG-13,108,2009,0.0,7.1
29271,tm184032,Rent,MOVIE,PG-13,135,2005,0.0,6.8
29349,tm184362,V for Vendetta,MOVIE,R,128,2006,0.0,8.2
29391,tm79928,Howl's Moving Castle,MOVIE,PG,119,2004,0.0,8.2
29430,tm134144,The Italian Job,MOVIE,PG-13,110,2003,0.0,7.0
29477,tm101597,RED,MOVIE,PG-13,111,2010,0.0,7.0
29506,tm166990,Wedding Crashers,MOVIE,R,119,2005,0.0,7.0
29565,tm86278,Harry Potter and the Prisoner of Azkaban,MOVIE,PG,141,2004,0.0,7.9
29608,tm154187,Sherlock Holmes,MOVIE,PG-13,129,2009,0.0,7.6
29675,tm27163,Inside Man,MOVIE,R,123,2006,0.0,7.6
29743,tm163863,The 40 Year Old Virgin,MOVIE,R,116,2005,0.0,7.1
29782,tm35465,Black Hawk Down,MOVIE,R,145,2001,0.0,7.7
29820,tm85114,The Day After Tomorrow,MOVIE,PG-13,124,2004,0.0,6.4
29846,tm129800,Bend It Like Beckham,MOVIE,PG-13,112,2002,0.0,6.7
29888,tm58787,Frailty,MOVIE,R,100,2001,0.0,7.2
29908,tm44723,Timecrimes,MOVIE,R,92,2007,0.0,7.1
29963,tm133732,Underworld,MOVIE,R,121,2003,0.0,6.8
29992,tm160762,Waiting...,MOVIE,R,94,2005,0.0,6.7
30060,tm93845,Kick-Ass,MOVIE,R,117,2010,0.0,7.6
30112,tm36606,Cloverfield,MOVIE,PG-13,86,2008,0.0,7.0
30197,tm139142,Daredevil,MOVIE,PG-13,133,2003,0.0,5.3
30249,tm95252,The Book of Eli,MOVIE,R,118,2010,0.0,6.8
30353,tm34471,Vanilla Sky,MOVIE,R,136,2001,0.0,6.9
30406,tm94303,Crash,MOVIE,,112,2005,0.0,7.8
30482,tm109994,Harry Potter and the Chamber of Secrets,MOVIE,PG,154,2002,0.0,7.4
30523,tm36945,Pulse,MOVIE,R,119,2001,0.0,6.6
30570,tm92758,The Bourne Supremacy,MOVIE,PG-13,108,2004,0.0,7.7
30591,tm133809,Law Abiding Citizen,MOVIE,R,109,2009,0.0,7.4
30641,tm108332,Insomnia,MOVIE,R,118,2002,0.0,7.2
30670,tm129616,House of 1000 Corpses,MOVIE,R,89,2003,0.0,6.0
30713,tm32039,The Fast and the Furious: Tokyo Drift,MOVIE,PG-13,104,2006,0.0,6.0
30759,tm79639,3:10 to Yuma,MOVIE,R,122,2007,0.0,7.7
30771,tm181571,Zathura: A Space Adventure,MOVIE,PG,101,2005,0.0,6.2
30801,tm85941,The Butterfly Effect,MOVIE,R,113,2004,0.0,7.6
30837,tm68758,Next,MOVIE,PG-13,96,2007,0.0,6.2
30888,tm33947,Bridget Jones's Diary,MOVIE,R,100,2001,0.0,6.7
30924,tm92889,Hellboy,MOVIE,PG-13,122,2004,0.0,6.8
30952,tm37483,Evolution,MOVIE,PG-13,101,2001,0.0,6.1
30977,tm144224,Where the Wild Things Are,MOVIE,PG,101,2009,0.0,6.7
31084,tm115982,The Lord of the Rings: The Two Towers,MOVIE,PG-13,223,2002,0.0,8.8
31095,tm171033,Beyond the Black Rainbow,MOVIE,R,110,2010,0.0,5.9
31174,tm178628,Harry Potter and the Goblet of Fire,MOVIE,PG-13,157,2005,0.0,7.7
31216,tm80908,Finding Neverland,MOVIE,PG,106,2004,0.0,7.6
31262,tm29385,The Break-Up,MOVIE,PG-13,105,2006,0.0,5.8
31284,tm116418,Equilibrium,MOVIE,R,107,2002,0.0,7.4
31380,tm81013,Gone Baby Gone,MOVIE,R,113,2007,0.0,7.6
31449,tm86637,The Aviator,MOVIE,PG-13,170,2004,0.0,7.5
31481,tm151065,The Secret in Their Eyes,MOVIE,R,130,2009,0.0,8.2
31541,tm139536,Mystic River,MOVIE,R,138,2003,0.0,7.9
31601,tm70807,I Am Legend,MOVIE,PG-13,101,2007,0.0,7.2
31633,tm165719,The Devil's Rejects,MOVIE,R,107,2005,0.0,6.7
31702,tm85992,Ocean's Twelve,MOVIE,PG-13,125,2004,0.0,6.4
31725,tm98014,Rubber,MOVIE,R,85,2010,0.0,5.7
31826,tm34805,The Wrestler,MOVIE,R,109,2008,0.0,7.9
31867,tm112537,Red Dragon,MOVIE,R,124,2002,0.0,7.2
31951,tm30505,The Happening,MOVIE,R,91,2008,0.0,5.0
31984,tm89040,Kill Bill: Vol. 2,MOVIE,R,110,2004,0.0,8.0
32021,tm137143,Terminator 3: Rise of the Machines,MOVIE,R,109,2003,0.0,6.3
32047,tm133241,Extract,MOVIE,R,92,2009,0.0,6.1
32103,tm84441,Million Dollar Baby,MOVIE,PG-13,132,2004,0.0,8.1
32134,tm30909,Poseidon,MOVIE,PG-13,98,2006,0.0,5.7
32198,tm183790,Hostel,MOVIE,R,94,2006,0.0,5.9
32273,tm151038,He's Just Not That Into You,MOVIE,PG-13,129,2009,0.0,6.4
32296,tm89811,I ♥ Huckabees,MOVIE,R,106,2004,0.0,6.6
32332,tm46205,The Piano Teacher,MOVIE,R,131,2001,0.0,7.5
32350,tm106814,Solaris,MOVIE,PG-13,99,2002,0.0,6.2
32420,tm87132,Salt,MOVIE,PG-13,100,2010,0.0,6.4
32452,tm28648,27 Dresses,MOVIE,PG-13,111,2008,0.0,6.1
32478,tm35255,Ponyo,MOVIE,G,100,2008,0.0,7.6
32501,tm45952,The Mummy Returns,MOVIE,PG-13,129,2001,0.0,6.4
32547,tm184028,Revolver,MOVIE,R,115,2005,0.0,6.3
32599,tm150977,17 Again,MOVIE,PG-13,102,2009,0.0,6.4
32631,tm81685,Ella Enchanted,MOVIE,PG,96,2004,0.0,6.3
32672,tm171329,Just Friends,MOVIE,PG-13,96,2005,0.0,6.2
32675,ts22181,"Tim and Eric Awesome Show, Great Job!",SHOW,TV-MA,12,2007,5.0,7.6
32706,tm39828,Semi-Pro,MOVIE,R,91,2008,0.0,5.8
32761,tm90196,The Stepford Wives,MOVIE,PG-13,89,2004,0.0,5.3
32781,tm117515,Frida,MOVIE,R,123,2002,0.0,7.3
32863,tm82525,Ocean's Thirteen,MOVIE,PG-13,122,2007,0.0,6.9
32893,tm111045,xXx,MOVIE,PG-13,124,2002,0.0,5.8
32996,tm170739,Lords of Dogtown,MOVIE,PG-13,107,2005,0.0,7.1
33065,tm192561,Blades of Glory,MOVIE,PG-13,93,2007,0.0,6.3
33114,tm178788,King Kong,MOVIE,PG-13,180,2005,0.0,7.2
33158,tm79234,28 Weeks Later,MOVIE,R,100,2007,0.0,6.9
33237,tm142381,The Lord of the Rings: The Return of the King,MOVIE,PG-13,201,2003,0.0,9.0
33278,tm54146,Doubt,MOVIE,PG-13,104,2008,0.0,7.5
33301,tm76196,Disturbia,MOVIE,PG-13,105,2007,0.0,6.8
33361,tm144798,Harry Potter and the Half-Blood Prince,MOVIE,PG,153,2009,0.0,7.6
33411,tm154470,Terminator Salvation,MOVIE,PG-13,110,2009,0.0,6.5
33494,tm85382,Harry Potter and the Order of the Phoenix,MOVIE,PG-13,138,2007,0.0,7.5
33515,tm95770,The Switch,MOVIE,PG-13,101,2010,0.0,6.1
33626,tm179462,Cinderella Man,MOVIE,PG-13,144,2005,0.0,8.0
33713,tm62219,Changeling,MOVIE,R,141,2008,0.0,7.8
33742,tm54001,The Reader,MOVIE,R,124,2008,0.0,7.6
33755,tm59586,George Carlin: It's Bad for Ya!,MOVIE,R,70,2008,0.0,8.5
33774,tm46436,Thir13en Ghosts,MOVIE,R,91,2001,0.0,5.6
33793,tm32719,Bronson,MOVIE,R,92,2008,0.0,7.0
33818,tm59936,Nick and Norah's Infinite Playlist,MOVIE,PG-13,89,2008,0.0,6.6
33840,tm92414,"I, Robot",MOVIE,PG-13,115,2004,0.0,7.1
33924,tm37546,Happy Feet,MOVIE,PG,108,2006,0.0,6.4
33951,tm101053,The Last Airbender,MOVIE,PG,103,2010,0.0,4.0
33997,tm144685,Adventureland,MOVIE,R,103,2009,0.0,6.8
34008,tm40988,Journey to the Center of the Earth,MOVIE,PG,93,2008,0.0,5.8
34037,tm180185,The Exorcism of Emily Rose,MOVIE,PG-13,116,2005,0.0,6.7
34111,tm26724,Defiance,MOVIE,R,137,2008,0.0,7.2
34150,tm75563,The Heartbreak Kid,MOVIE,R,116,2007,0.0,5.8
34189,tm129228,Anger Management,MOVIE,PG-13,106,2003,0.0,6.2
34290,tm91787,Harry Potter and the Deathly Hallows: Part 1,MOVIE,PG-13,146,2010,0.0,7.7
34340,tm48591,Gran Torino,MOVIE,R,112,2008,0.0,8.1
34385,tm79929,Spartan,MOVIE,R,102,2004,0.0,6.5
34412,tm167516,Monster-in-Law,MOVIE,PG-13,101,2005,0.0,5.5
34426,tm79484,Wicker Park,MOVIE,PG-13,114,2004,0.0,6.9
34461,tm145564,A Mighty Wind,MOVIE,PG-13,91,2003,0.0,7.2
34503,tm36224,The Benchwarmers,MOVIE,PG-13,80,2006,0.0,5.5
34552,tm97019,Monsters,MOVIE,R,94,2010,0.0,6.4
34562,tm90452,Troll Hunter,MOVIE,PG-13,103,2010,0.0,6.9
34591,tm97428,Leap Year,MOVIE,PG,100,2010,0.0,6.4
34626,tm175578,The Sisterhood of the Traveling Pants,MOVIE,PG,119,2005,0.0,6.5
34648,tm168017,Capote,MOVIE,R,114,2005,0.0,7.3
34688,tm32196,Transporter 3,MOVIE,PG-13,104,2008,0.0,6.0
34704,tm44263,Employee of the Month,MOVIE,PG-13,103,2006,0.0,5.5
34774,tm47554,The Day the Earth Stood Still,MOVIE,PG-13,104,2008,0.0,5.5
34869,tm50009,Max Payne,MOVIE,PG-13,100,2008,0.0,5.3
34871,ts9926,Check It Out! with Dr. Steve Brule,SHOW,TV-14,12,2010,4.0,8.6
34897,tm141390,Friday the 13th,MOVIE,R,97,2009,0.0,5.5
34926,tm82620,Hotel Rwanda,MOVIE,PG-13,121,2004,0.0,8.1
34943,tm173414,The Adventures of Sharkboy and Lavagirl,MOVIE,PG,92,2005,0.0,3.6
35037,tm45454,Get Smart,MOVIE,PG-13,110,2008,0.0,6.5
35082,tm150214,Freddy vs. Jason,MOVIE,R,97,2003,0.0,5.7
35116,tm131792,The League of Extraordinary Gentlemen,MOVIE,PG-13,110,2003,0.0,5.8
35128,tm82128,Stuart: A Life Backwards,MOVIE,,88,2007,0.0,7.7
35183,tm114756,Phone Booth,MOVIE,R,81,2003,0.0,7.1
35217,tm102337,A Nightmare on Elm Street,MOVIE,R,95,2010,0.0,5.2
35237,tm42224,The Ruins,MOVIE,R,91,2008,0.0,5.9
35285,tm134169,Cold Mountain,MOVIE,R,148,2003,0.0,7.2
35321,tm37245,Rush Hour 2,MOVIE,PG-13,90,2001,0.0,6.6
35346,tm44875,Kate & Leopold,MOVIE,PG-13,118,2001,0.0,6.4
35377,tm25440,Snakes on a Plane,MOVIE,R,101,2006,0.0,5.5
35422,tm23177,Tristan & Isolde,MOVIE,PG-13,125,2006,0.0,6.8
35480,tm92165,Birth,MOVIE,R,100,2004,0.0,6.2
35575,tm11,The Matrix Reloaded,MOVIE,R,138,2003,0.0,7.2
35652,tm76258,Alvin and the Chipmunks,MOVIE,PG,92,2007,0.0,5.2
35697,tm33765,Curious George,MOVIE,G,87,2006,0.0,6.5
35714,tm96622,The Losers,MOVIE,PG-13,97,2010,0.0,6.3
35768,tm54570,Swordfish,MOVIE,R,99,2001,0.0,6.5
35798,tm82442,TMNT,MOVIE,PG,87,2007,0.0,6.2
35823,tm108290,The Hours,MOVIE,PG-13,114,2002,0.0,7.5
35844,tm65420,Fool's Gold,MOVIE,PG-13,112,2008,0.0,5.7
